http://laflechatemporal.blogspot.com/2015/12/una-ilusion.html,http://laflechatemporal.blogspot.com//posts/201512una-ilusion.html
http://laflechatemporal.blogspot.com/2012/10/noche-de-shots.html,http://laflechatemporal.blogspot.com//posts/201210noche-de-shots.html
http://laflechatemporal.blogspot.com/2015/12/29-11-12-caen-mis-parpados-llega-una.html,http://laflechatemporal.blogspot.com//posts/20151229-11-12-caen-mis-parpados-llega-una.html
http://laflechatemporal.blogspot.com/2012/11/secreto.html,http://laflechatemporal.blogspot.com//posts/201211secreto.html
http://laflechatemporal.blogspot.com/2011/07/la-vida.html,http://laflechatemporal.blogspot.com//posts/201107la-vida.html
http://laflechatemporal.blogspot.com/2015/12/mala-hierba.html,http://laflechatemporal.blogspot.com//posts/201512mala-hierba.html
http://laflechatemporal.blogspot.com/2011/01/suenos.html,http://laflechatemporal.blogspot.com//posts/201101suenos.html
http://laflechatemporal.blogspot.com/2010/12/la-flecha-temporal.html,http://laflechatemporal.blogspot.com//posts/201012la-flecha-temporal.html
http://laflechatemporal.blogspot.com/2012/06/nostalgia.html,http://laflechatemporal.blogspot.com//posts/201206nostalgia.html
http://laflechatemporal.blogspot.com/2011/03/mujer.html,http://laflechatemporal.blogspot.com//posts/201103mujer.html
http://laflechatemporal.blogspot.com/2012/11/tiempo-fractal.html,http://laflechatemporal.blogspot.com//posts/201211tiempo-fractal.html
http://laflechatemporal.blogspot.com/2015/12/palabras.html,http://laflechatemporal.blogspot.com//posts/201512palabras.html
